code,obfuscatedCode,originalOutput,obfuscatedOutput,cosineSimilarity,stringSimilarity,equivalent
let product = 1; let d = 2; while (d <= 8) { product *= d - 1; d++; } console.log(product);,let product=1;let d=2;while(d<=8){product*=d-1;d++;}let a=100;a++;a--;a+=10;console.log(product);,"5040
","5040
",0.9744,0.5979,False
let aggregate = 0; for (let e = 1; e <= 10; e++) { aggregate += e * 2; } console.log(aggregate);,let aggregate=0;for(let e=1;e<=10;e++){aggregate+=e*2;}console.log(aggregate);if(Math.random()<0){let a=10;a++;console.log(a)},"110
","110
",0.9598,0.4762,False
let totalSum = 0; let beta = 1; while (beta <= 8) { totalSum += beta * beta; beta++; } console.log(totalSum);,let totalSum=0;let beta=1;while(beta<=8){totalSum+=beta*beta;beta++;};const a=()=>{};const b=()=>{};const c=()=>{};const d=()=>{};const e=()=>{};const f=()=>{};const g=()=>{};const h=()=>{};const i=()=>{};const j=()=>{};const k=()=>{};const l=()=>{};const m=()=>{};const n=()=>{};const o=()=>{};const p=()=>{};const q=()=>{};const r=()=>{};const s=()=>{};const t=()=>{};const u=()=>{};const v=()=>{};const w=()=>{};const x=()=>{};const y=()=>{};const z=()=>{};console.log(totalSum),"204
","204
",0.9368,0.158,False
let grandTotal = 0; for (let gamma = 2; gamma <= 12; gamma += 2) { grandTotal += gamma; } console.log(grandTotal);,let grandTotal=0;for(let gamma=2;gamma<=12;gamma+=2){grandTotal+=gamma;};let foo=10;foo++;foo--;console.log(grandTotal);,"42
","42
",0.9787,0.6667,False
let finalProduct = 1; let delta = 1; while (delta <= 6) { finalProduct *= delta + 1; delta++; } console.log(finalProduct);,let finalProduct=1;let delta=1;while(delta<=6){finalProduct*=delta+1;delta++;};let foo=12;foo++;foo-=4;console.log(finalProduct);,"5040
","5040
",0.9782,0.6822,False
let finalSum = 0; let zeta = 1; while (zeta <= 7) { finalSum += zeta * 4; zeta++; } console.log(finalSum);,let finalSum=0;let zeta=1;while(zeta<=7){finalSum+=zeta*4;zeta++;};function dummyFunction(){let a=1;let b=2;let c=a+b;return c;}let dummyVar=dummyFunction();console.log(finalSum);,"112
","112
",0.9454,0.4302,False
let accumulatedSum = 0; let theta = 0; while (theta < 9) { accumulatedSum += theta * theta; theta++; } console.log(accumulatedSum);,let accumulatedSum=0;let theta=0;while(theta<9){accumulatedSum+=theta*theta;theta++;};let x=2;x*=3;console.log(accumulatedSum);,"204
","204
",0.9845,0.771,False
let aggregateTotal = 0; for (let iota = 1; iota <= 5; iota++) { aggregateTotal += iota * iota * iota; } console.log(aggregateTotal);,let aggregateTotal=0;for(let iota=1;iota<=5;iota++){aggregateTotal+=iota*iota*iota;let foo='bar';}console.log(aggregateTotal);,"225
","225
",0.9798,0.7576,False
let cumulativeSum = 0; let kappa = 1; while (kappa <= 6) { cumulativeSum += kappa * 3; kappa++; } console.log(cumulativeSum);,let cumulativeSum=0;let kappa=1;while(kappa<=6){cumulativeSum+=kappa*3;kappa++;};let foo=function(){let a=1;a++;return a;};foo();console.log(cumulativeSum);,"63
","63
",0.9699,0.5897,False
let runningTotal = 0; for (let m = 1; m <= 5; m++) { runningTotal += m * 5; } console.log(runningTotal);,let runningTotal=0;for(let m=1;m<=5;m++){runningTotal+=m*5;};function dummyFunction(){let a=1;a++;a--;console.log(a);}console.log(runningTotal);,"75
","75
",0.9576,0.5,False
let calcSum = 0; let n = 1; while (n <= 8) { calcSum += n * 2; n++; } console.log(calcSum);,let calcSum=0;let n=1;while(n<=8){calcSum+=n*2;n++;}console.log(calcSum);function deadCode(){let x=1;x++;x=x*2;return;};deadCode();,"72
","72
",0.9484,0.4198,False
let seriesSum = 0; let p = 1; while (p <= 9) { seriesSum += p * p; p++; } console.log(seriesSum);,let seriesSum=0;let p=1;while(p<=9){seriesSum+=p*p;p++;}console.log(seriesSum);function deadCode(){let x=10;x++;x=x*2;return;}deadCode();,"285
","285
",0.9465,0.4453,False
let finalCount = 0; let r = 2; while (r <= 10) { finalCount += r; r += 2; } console.log(finalCount);,let finalCount=0;let r=2;while(r<=10){finalCount+=r;r+=2;};let foo=function(){let bar=10;return bar+5;};foo();console.log(finalCount);,"30
","30
",0.9571,0.5224,False
let loopSum = 0; let v = 1; while (v <= 6) { loopSum += v * 4; v++; } console.log(loopSum);,let loopSum=0;let v=1;while(v<=6){loopSum+=v*4;v++;}console.log(loopSum);const b='a'+'b';const c=2+3;const d='hello'.length;const e=Math.PI;const f=new Date();,"84
","84
",0.932,0.3459,False
let overallSum = 0; let t = 0; while (t < 7) { overallSum += t * 3; t++; } console.log(overallSum);,let overallSum=0;let t=0;while(t<7){overallSum+=t*3;t++;}console.log(overallSum);function dummy(){let a=1;let b=2;return a+b;};dummy();,"63
","63
",0.9515,0.4667,False
let totalProduct = 1; for (let s = 1; s <= 4; s++) { totalProduct *= s * 2; } console.log(totalProduct);,let totalProduct = 1; for (let s = 1; s <= 4; s++) { totalProduct *= s * 2; }; let foo = 'bar'; console.log(totalProduct),"384
","384
",0.9865,0.843,False
let finalSum = 0; for (let w = 1; w <= 15; w++) { finalSum += w * 2; } console.log(finalSum);,let finalSum=0;for(let w=1;w<=15;w++){finalSum+=w*2;};let date=new Date().getFullYear();console.log(finalSum),"240
","240
",0.9465,0.5321,False
let sum = 0; for (let i = 0; i < 5; i++) { sum += i * 2; } console.log(sum);,let sum = 0; for (let i = 0; i < 5; i++) { sum += i * 2; }; function pointless(){let doNothing = 1+1;}; console.log(sum);,"20
","20
",0.9411,0.6281,False
let count = 10; while (count > 0) { count -= 2; } console.log(count);,FAILED,"0
",,0.7061,0.0,False
let product = 1; for (let i = 1; i <= 4; i++) { product *= i; } console.log(product);,let product=1;for(let i=1;i<=4;i++){product*=i;};let foo='bar';console.log(product);,"24
","24
",0.9765,0.6588,False
let total = 0; for (let i = 1; i <= 3; i++) { total += i + 1; } console.log(total);,let total=0;for(let i=1;i<=3;i++){total+=i+1;};let a=1;a=2;a=3;a=0;total=total;console.log(total),"9
","9
",0.9849,0.4948,False
let result = 0; let j = 1; while (j <= 5) { result += j * j; j++; } console.log(result);,let result=0;let _0xabc123=Math.random();let j=1;while(j<=5){result+=j*j;if(_0xabc123===1){console.log('This is dead code');};j++;};console.log(result);,"55
","55
",0.8818,0.3882,False
let num = 1; for (let i = 0; i < 6; i++) { num += i; } console.log(num);,let num=1;for(let i=0;i<6;i++){num+=i;let foo='bar';if(foo==='baz'){console.log('This will never happen')};}console.log(num),"16
","16
",0.9351,0.3468,False
let sumSquares = 0; let k = 1; while (k < 4) { sumSquares += k * k; k++; } console.log(sumSquares);,let sumSquares=0;let k=1;while(k<4){sumSquares+=k*k;k++;}console.log(sumSquares);function dummy(){let a=1;a++;a=a*5;return a;}let b=dummy();b++,"14
","14
",0.9463,0.4406,False
let factorial = 1; for (let i = 1; i <= 5; i++) { factorial *= i; } console.log(factorial);,let factorial=1;for(let i=1;i<=5;i++){factorial*=i;};let a=10;a++;console.log(factorial);,"120
","120
",0.9881,0.6923,False
let sumOdd = 0; for (let i = 1; i <= 7; i += 2) { sumOdd += i; } console.log(sumOdd);,let sumOdd=0;for(let i=1;i<=7;i+=2){sumOdd+=i;};let foo=10;foo++;console.log(sumOdd);,"16
","16
",0.9884,0.6,False
let cubeSum = 0; let n = 1; while (n <= 3) { cubeSum += n * n * n; n++; } console.log(cubeSum);,let cubeSum=0;let n=1;while(n<=3){cubeSum+=n*n*n;n++;}console.log(cubeSum);function deadCode(){let x=1+1;let y=x*2;return;}deadCode();,"36
","36
",0.9458,0.4104,False
"let alpha = """"; for (let i = 65; i < 70; i++) { alpha += String.fromCharCode(i); } console.log(alpha);",let alpha = '';for (let i = 65; i < 70; i++) {let x = Math.random();if(x>1){console.log(x);} alpha += String.fromCharCode(i); } console.log(alpha),"ABCDE
","ABCDE
",0.9611,0.6575,False
"let charSeq = """"; let m = 97; while (m < 102) { charSeq += String.fromCharCode(m); m++; } console.log(charSeq);","let charSeq="""";let m=97;let a=10;a++;a--;a+=1;a-=1;while(m<102){charSeq+=String.fromCharCode(m);m++;}console.log(charSeq);","abcde
","abcde
",0.983,0.6639,False
let totalSum = 0; for (let i = 10; i < 15; i++) { totalSum += i; } console.log(totalSum);,let totalSum=0;for(let i=10;i<15;i++){totalSum+=i;};let a=10;a++;a--;console.log(totalSum);,"60
","60
",0.9838,0.6484,False
let counter = 0; for (let i = 0; i < 5; i++) { counter += 2; } console.log(counter);,"let _cnt = 0; for (let _i = 0; _i < 5; _i++) { _cnt += 2; } console.log(_cnt); let _unusedVar = 313233; function _unusedFunc() { return ""This is dead code.""; }","10
",10,0.8794,0.4151,False
let decrement = 100; let i = 0; while (i < 5) { decrement -= 10; i++; } console.log(decrement);,let decrement=100;let foo='bar';let i=0;while(i<5){decrement-=10;i++;}console.log(decrement);,"50
","50
",0.9783,0.7053,False
let accum = 0; for (let i = 1; i <= 10; i++) { accum += i; } console.log(accum);,let accum=0;for(let i=1;i<=10;i++){let x=Math.random();if(x>1){console.log('never going to happen');};accum+=i;};console.log(accum),"55
","55
",0.9028,0.3893,False
"let serial = """"; let n = 1; while (n <= 5) { serial += n + "" ""; n++; } console.log(serial.trim());","let serial="""";let n=1;while(n<=5){serial+=n+"" "";n++;}console.log(serial.trim());function deadCode(){let x=10;x++;x--;return x;}deadCode();","1 2 3 4 5
","1 2 3 4 5
",0.933,0.4493,False
let evenSum = 0; for (let i = 2; i <= 10; i += 2) { evenSum += i; } console.log(evenSum);,let evenSum=0;for(let i=2;i<=10;i+=2){let foo='bar';evenSum+=i;};console.log(evenSum);,"30
","30
",0.9816,0.6629,False
let squareSum = 0; for (let i = 1; i <= 4; i++) { squareSum += i * i; } console.log(squareSum);,let squareSum=0;for(let i=1;i<=4;i++){squareSum+=i*i;};let date=Date.now();date*=2;date/=2;console.log(squareSum),"30
","30
",0.9475,0.5398,False
let multiply = 1; let x = 1; while (x <= 4) { multiply *= x; x++; } console.log(multiply);,let multiply = 1; let x = 1; while (x <= 4) { multiply *= x; x++; }; function dummy(){};let unused=0; for(let i =0;i<10;i++){unused++}; console.log(multiply),"24
","24
",0.9491,0.5605,False
"let alphabet = """"; for (let i = 0; i < 5; i++) { alphabet += String.fromCharCode(97 + i); } console.log(alphabet);",let alphabet = ''; for (let i = 0; i < 5; i++) { if (Math.random() > 1) { console.log('This is dead code'); }; alphabet += String.fromCharCode(97 + i); } console.log(alphabet);,"abcde
","abcde
",0.9497,0.6364,False
let oddSum = 0; for (let i = 1; i <= 9; i += 2) { oddSum += i; } console.log(oddSum);,let oddSum=0;for(let i=1;i<=9;i+=2){oddSum+=i;};let a=10;let b=5;let c=a*b;console.log(oddSum);,"25
","25
",0.974,0.5579,False
let totalProd = 1; for (let i = 1; i <= 6; i++) { totalProd *= i; } console.log(totalProd);,let totalProd=1;for(let i=1;i<=6;i++){totalProd*=i;};let date=(new Date()).getFullYear();console.log(totalProd);,"720
","720
",0.941,0.5536,False
"let alphaSeq = """"; let i = 65; while (i < 70) { alphaSeq += String.fromCharCode(i); i++; } console.log(alphaSeq);",let alphaSeq = ''; let i = 65; let foo = 10; foo++; foo += i; if (foo > 100) { console.log('This is dead code'); }; while (i < 70) { alphaSeq += String.fromCharCode(i); i++; } console.log(alphaSeq);,"ABCDE
","ABCDE
",0.9635,0.5606,False
"let numSeries = """"; for (let i = 1; i <= 5; i++) { numSeries += i.toString(); } console.log(numSeries);",let numSeries = '';for (let i = 1; i <= 5; i++) {let x = Math.random();if (x > 1) {console.log(x);} numSeries += i.toString();} console.log(numSeries);,"12345
","12345
",0.9611,0.6424,False
let productSeries = 1; let j = 2; while (j <= 5) { productSeries *= j; j++; } console.log(productSeries);,"let productSeries=1;let j=2;while(j<=5){productSeries*=j;j++;}console.log(productSeries);let date=new Date();date.getTime();let myArray=[1,2,3,4,5];myArray.push(6)","120
","120
",0.9396,0.4479,False
let cumulativeSum = 0; for (let i = 0; i <= 4; i++) { cumulativeSum += i; } console.log(cumulativeSum);,let cumulativeSum=0;for(let i=0;i<=4;i++){cumulativeSum+=i;};console.log(cumulativeSum);let a=1;let b='2';if(a==b){console.log('test')}else{let c=3;let d='4'};,"10
","10
",0.9586,0.4528,False
let stepSum = 0; for (let i = 0; i <= 8; i += 2) { stepSum += i; } console.log(stepSum);,let stepSum=0;for(let i=0;i<=8;i+=2){stepSum+=i;};let a=1-1;let b=a+1;let c=a+b;console.log(stepSum);,"20
","20
",0.9801,0.5545,False
let decrementSum = 50; let y = 0; while (y < 5) { decrementSum -= 5; y++; } console.log(decrementSum);,let decrementSum=50;let y=0;while(y<5){y++;let z=10;z+5;decrementSum-=5}console.log(decrementSum);,"25
","25
",0.9855,0.6471,False
let sumRange = 0; for (let i = 5; i < 10; i++) { sumRange += i; } console.log(sumRange);,let sumRange=0;for(let i=5;i<10;i++){sumRange+=i;};let foo='bar';console.log(sumRange);,"35
","35
",0.9842,0.6705,False
"let powerSum = 0; let p = 1; while (p <= 3) { powerSum += Math.pow(p, 2); p++; } console.log(powerSum);","let powerSum=0;let p=1;while(p<=3){powerSum+=Math.pow(p,2);p++;};function deadCode(){let x=10;x++;x=x*5;};deadCode();powerSum=powerSum;console.log(powerSum);","14
","14
",0.9394,0.4586,False
"let alphaConcat = """"; for (let i = 65; i < 70; i++) { alphaConcat += String.fromCharCode(i); } console.log(alphaConcat);",let alphaConcat='';for(let i=65;i<70;i++){let foo='bar';alphaConcat+=String.fromCharCode(i);}console.log(alphaConcat);,"ABCDE
","ABCDE
",0.9906,0.75,False
"let fibonacci = [0, 1]; for (let i = 2; i < 6; i++) { fibonacci[i] = fibonacci[i - 1] + fibonacci[i - 2]; } console.log(fibonacci.join("", ""));","let fibonacci = [0, 1]; for (let i = 2; i < 6; i++) { if (Math.random() > 0.5) { console.log('This is a dummy statement.'); } fibonacci[i] = fibonacci[i - 1] + fibonacci[i - 2]; } console.log(fibonacci.join(', '));","0, 1, 1, 2, 3, 5
","This is a dummy statement.
This is a dummy statement.
0, 1, 1, 2, 3, 5
",0.9597,0.6542,False
"let hexString = """"; let k = 0; while (k < 5) { hexString += k.toString(16); k++; } console.log(hexString);","let _hexStr = """"; let _k = 0; while (_k < 5) { _hexStr += _k.toString(16); _k++; } console.log(_hexStr); let _unusedVar = 343536; function _unusedFunc() { return ""This is dead code.""; }","01234
",01234,0.9285,0.5027,False
let decimalSum = 0; for (let i = 0.5; i < 3; i += 0.5) { decimalSum += i; } console.log(decimalSum);,let decimalSum=0;let _0xabc123=123;for(let i=0.5;i<3;i+=0.5){decimalSum+=i;_0xabc123++;};console.log(decimalSum);,"7.5
","7.5
",0.963,0.6018,False
"let sequence = """"; for (let i = 1; i <= 6; i++) { sequence += i; } console.log(sequence);",let sequence = '';for (let i = 1; i <= 6; i++) {let x = 'a' + 'b';sequence += i;}console.log(sequence);,"123456
","123456
",0.9833,0.7864,False
let totalValue = 0; let z = 2; while (z <= 10) { totalValue += z; z += 2; } console.log(totalValue);,let totalValue=0;let z=2;while(z<=10){totalValue+=z;z+=2;};let a=1;let b=a+1;let c=a+b;console.log(totalValue),"30
","30
",0.9783,0.6091,False
"let alphaNumeric = """"; for (let i = 65; i < 70; i++) { alphaNumeric += String.fromCharCode(i) + (i - 64); } console.log(alphaNumeric);",let alphaNumeric='';for(let i=65;i<70;i++){alphaNumeric+=String.fromCharCode(i)+(i-64);};let x=1+1;let y=''+x;console.log(alphaNumeric),"A1B2C3D4E5
","A1B2C3D4E5
",0.9895,0.6889,False
let productSum = 1; for (let i = 2; i <= 6; i++) { productSum *= i; } console.log(productSum);,let productSum=1;for(let i=2;i<=6;i++){productSum*=i;};let a=10;a++;a--;console.log(productSum);,"720
","720
",0.9779,0.6667,False
"let hexChars = """"; let h = 10; while (h < 16) { hexChars += h.toString(16); h++; } console.log(hexChars);",let hexChars = ''; let h = 10; let _0xabc123 = ['hello']; while (h < 16) { if (_0xabc123[0] === 'world') { console.log(_0xabc123); } hexChars += h.toString(16); h++; } console.log(hexChars),"abcdef
","abcdef
",0.9593,0.5344,False
"let evenNumbers = """"; for (let i = 2; i <= 8; i += 2) { evenNumbers += i + "" ""; } console.log(evenNumbers.trim());","let _evnNums = """"; for (let _i = 2; _i <= 8; _i += 2) { _evnNums += _i + "" ""; } console.log(_evnNums.trim()); let _unusedVar = 373839; function _unusedFunc() { return ""This is dead code.""; }","2 4 6 8
",2 4 6 8,0.8833,0.4737,False
let oddProduct = 1; let o = 1; while (o < 10) { oddProduct *= o; o += 2; } console.log(oddProduct);,let oddProduct = 1; let o = 1;  let _0xabc123 = 7; _0xabc123++;  while (o < 10) { oddProduct *= o; o += 2; }  _0xabc123--; console.log(oddProduct);,"945
","945
",0.9558,0.6735,False
"let charCodes = """"; for (let i = 97; i < 102; i++) { charCodes += String.fromCharCode(i); } console.log(charCodes);",let charCodes = '';for (let i = 97; i < 102; i++) {let foo = 2;foo++;foo = foo * 10;charCodes += String.fromCharCode(i);} console.log(charCodes);,"abcde
","abcde
",0.9743,0.7517,False
let doubleSum = 0; for (let i = 1; i <= 4; i++) { doubleSum += i * 2; } console.log(doubleSum);,let doubleSum=0;for(let i=1;i<=4;i++){doubleSum+=i*2;};let foo='bar';console.log(doubleSum);,"20
","20
",0.9847,0.6737,False
let tripleSum = 0; let t = 1; while (t <= 5) { tripleSum += t * 3; t++; } console.log(tripleSum);,let tripleSum=0;let t=1;while(t<=5){tripleSum+=t*3;t++;}console.log(tripleSum);function deadCode(){let x=1;x++;x=x*3;return x;}deadCode();,"45
","45
",0.949,0.442,False
"let numbers = """"; for (let i = 5; i < 10; i++) { numbers += i; } console.log(numbers);",let numbers = ''; for (let i = 5; i < 10; i++) {let x = Math.random(); if(x > 1){console.log('this will never execute');}; numbers += i; } console.log(numbers);,"56789
","56789
",0.9313,0.525,False
let decrementValue = 20; let d = 0; while (d < 4) { decrementValue -= 3; d++; } console.log(decrementValue);,let decrementValue=20;let d=0;while(d<4){decrementValue-=3;d++;};function dummy(){};let foo=10;foo++;console.log(decrementValue);,"8
","8
",0.9596,0.6202,False
"let alphabetSeries = """"; for (let i = 65; i < 68; i++) { alphabetSeries += String.fromCharCode(i) + String.fromCharCode(i + 32); } console.log(alphabetSeries);",let alphabetSeries = '';for (let i = 65; i < 68; i++) {let x=4;x--;x+=2;x*=2;x/=4; alphabetSeries += String.fromCharCode(i) + String.fromCharCode(i + 32); } console.log(alphabetSeries);,"AaBbCc
","AaBbCc
",0.988,0.8378,False
let sumDiff = 0; for (let i = 0; i < 5; i++) { sumDiff += i - 1; } console.log(sumDiff);,let sumDiff=0;for(let i=0;i<5;i++){sumDiff+=i-1;};function dummy(){let x=1;x++;x=x*2;return x;};dummy();console.log(sumDiff),"5
","5
",0.9615,0.4597,False
let productDiff = 1; let pd = 1; while (pd <= 4) { productDiff *= (pd + 2); pd++; } console.log(productDiff);,let productDiff=1;let pd=1;while(pd<=4){productDiff*=(pd+2);pd++;};let _0xabc123 = 'some string';console['log'](productDiff),"360
","360
",0.9338,0.5887,False
let sumOfSquares = 0; for (let i = 1; i <= 4; i++) { sumOfSquares += i * i; } console.log(sumOfSquares);,let sumOfSquares=0;let _0xabc123=8;for(let i=1;i<=4;i++){sumOfSquares+=i*i;_0xabc123++;};console.log(sumOfSquares),"30
","30
",0.9527,0.614,False
"let letterCombo = """"; let lc = 97; while (lc < 102) { letterCombo += String.fromCharCode(lc) + String.fromCharCode(lc - 32); lc++; } console.log(letterCombo);",let letterCombo='';let lc=97;while(lc<102){if(Math.random()<1){letterCombo+=String.fromCharCode(lc)+String.fromCharCode(lc-32);}else{console.log('This is dead code');}lc++;}console.log(letterCombo),"aAbBcCdDeE
","aAbBcCdDeE
",0.9517,0.5939,False
let reverseSum = 0; for (let i = 10; i >= 6; i--) { reverseSum += i; } console.log(reverseSum);,let reverseSum=0;for(let i=10;i>=6;i--){reverseSum+=i;};let foo=function(){let bar=1;bar++;return bar;};foo();console.log(reverseSum);,"40
","40
",0.9696,0.5075,False
let fractionalSum = 0; let f = 1; while (f <= 5) { fractionalSum += f / 2; f++; } console.log(fractionalSum);,let fractionalSum=0;let f=1;while(f<=5){fractionalSum+=f/2;f++;}console.log(fractionalSum);function deadCode(){let x=1;x++;x=x*2;return x;}let unused=deadCode();,"7.5
","7.5
",0.9353,0.4534,True
let fractionalSum = 0; let f = 1; while (f <= 5) { fractionalSum += f / 2; f++; } console.log(fractionalSum);,let fractionalSum=0;let f=1;while(f<=5){fractionalSum+=f/2;f++;};let x=1;x=x+1;x=2*x;console.log(fractionalSum);,"7.5
","7.5
",0.988,0.6696,False
"let alphaNum = """"; for (let i = 65; i < 70; i++) { alphaNum += String.fromCharCode(i) + (i - 64).toString(); } console.log(alphaNum);","let alphaNum = '';for (let i = 65; i < 70; i++) {const useless=['','','','',''];if(useless[i-64]===undefined){}alphaNum += String.fromCharCode(i) + (i - 64).toString(); } console.log(alphaNum)","A1B2C3D4E5
","A1B2C3D4E5
",0.9663,0.6615,False
"let repetitiveChar = """"; let r = 3; while (r > 0) { repetitiveChar += ""A""; r--; } console.log(repetitiveChar);",let repetitiveChar = '';let r = 3;let foo = 'bar';while (r > 0) { repetitiveChar += 'A';if(foo === 'baz'){console.log('This is dead code');}r--; } console.log(repetitiveChar);,"AAA
","AAA
",0.95,0.5943,False
let mixedSum = 0; for (let i = 1; i <= 3; i++) { mixedSum += i + i * 2; } console.log(mixedSum);,let mixedSum=0;for(let i=1;i<=3;i++){mixedSum+=i+i*2;};function dummy(){let x=1+1;x*=2;return x;}let foo=dummy();mixedSum+=foo-foo;console.log(mixedSum);,"18
","18
",0.9527,0.4248,False
"let alphaCount = """"; for (let i = 0; i < 5; i++) { alphaCount += String.fromCharCode(65 + i) + i; } console.log(alphaCount);",let alphaCount = '';for (let i = 0; i < 5; i++) {let x = Math.random();if(x>1){console.log(x);} alphaCount += String.fromCharCode(65 + i) + i; } console.log(alphaCount);,"A0B1C2D3E4
","A0B1C2D3E4
",0.9639,0.7101,False
let squareProduct = 1; for (let i = 1; i <= 3; i++) { squareProduct *= i * i; } console.log(squareProduct);,let squareProduct=1;for(let i=1;i<=3;i++){squareProduct*=i*i;};let a=1;a++;a--;a+=1;console.log(squareProduct);,"36
","36
",0.9874,0.6667,False
"let letterSeries = """"; let l = 97; while (l < 100) { letterSeries += String.fromCharCode(l); l++; } console.log(letterSeries);",let letterSeries='';let l=97;while(l<100){const _=0;let __=1;const ___=2;letterSeries+=String.fromCharCode(l);l++}console.log(letterSeries);,"abc
","abc
",0.9859,0.6643,False
let sumIncrements = 0; for (let i = 0; i < 6; i++) { sumIncrements += i + 2; } console.log(sumIncrements);,let sumIncrements=0;for(let i=0;i<6;i++){sumIncrements+=i+2;};function dummy(){let a=1;let b=2;return a*b}let c=dummy();console.log(sumIncrements);,"27
","27
",0.9469,0.5306,False
let totalMultiples = 0; let m = 1; while (m <= 4) { totalMultiples += m * 3; m++; } console.log(totalMultiples);,let totalMultiples=0;let a=123;let b=234;let c=a+b;let m=1;while(m<=4){totalMultiples+=m*3;let d=123;let e=234;let f=d+e;m++;}console.log(totalMultiples),"30
","30
",0.9696,0.549,False
let combinedProduct = 1; for (let i = 2; i <= 5; i++) { combinedProduct *= i + 1; } console.log(combinedProduct);,let combinedProduct=1;let _0xabc123=21;for(let i=2;i<=5;i++){combinedProduct*=i+1;_0xabc123++;_0xabc123-=20}console.log(combinedProduct),"360
","360
",0.9505,0.5882,False
let decrementProduct = 100; let d = 2; while (d < 6) { decrementProduct -= d * 4; d++; } console.log(decrementProduct);,let decrementProduct=100;let d=2;while(d<6){decrementProduct-=d*4;d++;};function dummy(){let a=1;let b=2;return a+b;};dummy();console.log(decrementProduct);,"44
","44
",0.9528,0.5641,False
let asciiSum = 0; for (let i = 65; i < 70; i++) { asciiSum += i; } console.log(asciiSum);,let asciiSum=0;let _0xabc123=10;_0xabc123++;for(let i=65;i<70;i++){asciiSum+=i;_0xabc123--;}console.log(asciiSum);,"335
","335
",0.9669,0.5439,False
"let charSequence = """"; let c = 120; while (c < 125) { charSequence += String.fromCharCode(c); c++; } console.log(charSequence);",let charSequence='';let c=120;const func=()=>{let b=3;b++;b=b*2;return b;};while(c<125){charSequence+=String.fromCharCode(c);func();c++;}console.log(charSequence);,"xyz{|
","xyz{|
",0.9687,0.6074,False
let multiplySum = 0; for (let i = 1; i <= 3; i++) { multiplySum += i * 5; } console.log(multiplySum);,let multiplySum=0;for(let i=1;i<=3;i++){multiplySum+=i*5;};let foo=12;foo++;foo+=multiplySum;console.log(multiplySum);,"30
","30
",0.9814,0.5678,False
"let numConcat = """"; let n = 5; while (n < 10) { numConcat += n.toString(); n++; } console.log(numConcat);",let numConcat='';let n=5;while(n<10){numConcat+=n.toString();n++;}console.log(numConcat);function deadCode(){let x=1;let y=2;x=x*y;return x;};deadCode();,"56789
","56789
",0.9422,0.4641,False
let factorialSum = 1; for (let i = 1; i <= 4; i++) { factorialSum *= i; } console.log(factorialSum);,let factorialSum=1;for(let i=1;i<=4;i++){factorialSum*=i;};function dummyFunction(){let a=1;a++;a*=2;console.log(a);}console.log(factorialSum),"24
","24
",0.9673,0.4859,False
"let sumAlpha = """"; let a = 97; while (a < 102) { sumAlpha += String.fromCharCode(a); a++; } console.log(sumAlpha);","let sumAlpha="""";let a=97;while(a<102){sumAlpha+=String.fromCharCode(a);a++;};function dummyFunction(){let x=1;x++;x=x*2;return;};dummyFunction();console.log(sumAlpha);","abcde
","abcde
",0.9726,0.509,False
let cumulativeProduct = 1; for (let i = 1; i <= 5; i++) { cumulativeProduct *= i; } console.log(cumulativeProduct);,let cumulativeProduct=1;for(let i=1;i<=5;i++){cumulativeProduct*=i;};let a=10;let b=3;let c=a*b;console.log(cumulativeProduct);,"120
","120
",0.977,0.685,False
"let fibonacciSeq = [0, 1]; for (let i = 2; i < 6; i++) { fibonacciSeq[i] = fibonacciSeq[i - 1] + fibonacciSeq[i - 2]; } console.log(fibonacciSeq.join("", ""));","let fibonacciSeq=[0,1];for(let i=2;i<6;i++){fibonacciSeq[i]=fibonacciSeq[i-1]+fibonacciSeq[i-2];};if(Math.random()<0){console.log('This is dead code');};console.log(fibonacciSeq.join(', '));","0, 1, 1, 2, 3, 5
","0, 1, 1, 2, 3, 5
",0.9392,0.5895,False
let decimalProduct = 1; let p = 0.5; while (p < 2.5) { decimalProduct *= p; p += 0.5; } console.log(decimalProduct);,let decimalProduct=1;let p=0.5;while(p<2.5){let unused1=Math.random()*100;decimalProduct*=p;let unused2=Math.PI/2;p+=0.5;decimalProduct++;decimalProduct--;}console.log(decimalProduct);,"1.5
","1.5
",0.9461,0.462,False
let reverseProduct = 1; for (let i = 5; i >= 1; i--) { reverseProduct *= i; } console.log(reverseProduct);,let reverseProduct=1;for(let i=5;i>=1;i--){reverseProduct*=i;if(Math.random()<0.1){console.log('This is dead code');}}console.log(reverseProduct),"120
","This is dead code
This is dead code
120
",0.9156,0.5241,False
let sumRange = 0; let r = 10; while (r > 5) { sumRange += r; r--; } console.log(sumRange);,let sumRange=0;let r=10;while(r>5){sumRange+=r;r--;};let a=100;let b=200;a+=b;console.log(sumRange),"40
","40
",0.9821,0.596,False
