code,output,obfuscate code,obfuscate output,obfuscation type,equal,implemented obfuscation
let x = 3 * 2 + 2 * 4;console.log(x);,14,"""let _0x34ae=['log'];(function(_0x425b1d,_0x34ae46){let _0x1a680a=function(_0x4320d6){while(--_0x4320d6){_0x425b1d['push'](_0x425b1d['shift']());}};_0x1a680a(++_0x34ae46);}(_0x34ae,0x9e));let _0x1c62=function(_0x425b1d,_0x34ae46){_0x425b1d=_0x425b1d-0x0;let _0x1a680a=_0x34ae[_0x425b1d];return _0x1a680a;};let _0x2c1391=0x3*0x2+0x2*0x4;console[_0x1c62('0x0')](_0x2c1391);""
",14,Naming Obfuscation,TRUE,TRUE
let message = `Codewars is so cool`; console.log(message),Codewars is so cool,"""let a=`Codewars is so cool`;console.log(a)""
",Codewars is so cool,Naming Obfuscation,TRUE,FALSE
"const sentence = ""Hello, I'm here"";console.log(sentence);","Hello, I'm here","""const _0xabc123='Hello, I\\'m here';console['log'](_0xabc123);""
","Error: Command '['node', '-e', ""const _0xabc123='Hello, I\\\\'m here';console['log'](_0xabc123);""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"[3,4,5].map(v=>console.log(v))","3
4
5","""[1,2,3]['map'](function(_0x123456){console['log'](_0x123456);})""
","1
2
3",Naming Obfuscation,FALSE,TRUE
let n = 'Chris'; console.log(n.repeat(n.length)),ChrisChrisChrisChrisChris,"""let _0x3d905c='Chris';console.log(_0x3d905c.repeat(_0x3d905c.length))""
",ChrisChrisChrisChrisChris,Naming Obfuscation,TRUE,TRUE
let response = (5 + 10) * (5 / 5) ** (3 - 2); console.log(response);,15,"""let _0xabc123=(0x5+0xa)*(0x5/0x5)**(0x3-0x2);console['log'](_0xabc123);""
",15,Naming Obfuscation,TRUE,TRUE
let name = 'Hex';console.log('My name is '+name+'!');,My name is Hex!,"""let _0xabc123='Hex';console.log('My name is '+_0xabc123+'!');""
",My name is Hex!,Naming Obfuscation,TRUE,TRUE
"console.log([1, 2, 3, 4, 5].reduce((a, b) => a * b, 1))",120,"""console.log([1,2,3,4,5].reduce(function(a_a,b_b){return a_a*b_b},1));""
",120,Naming Obfuscation,TRUE,FALSE
const simpleLog = () => console.log(`The simplest program I can run!`);,,"""const _0x567a8a=()=>{console['log'](`The simplest program I can run!`);}"";
","Error: Command '['node', '-e', 'const _0x567a8a=()=>{console[\'log\'](`The simplest program I can run!`);}"";']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"let array = [1, 2, 3, 4, 5]; console.log(array[2]);",3,"""let _b=[1,2,3,4,5];console.log(_b[2]);""
",3,Naming Obfuscation,TRUE,FALSE
let num = 3 ** 4; console.log(num);,81,"""let a=3**4;console.log(a);""
",81,Naming Obfuscation,TRUE,FALSE
"let a = 5 ** 5
console.log(a + a)",6250,"""let _b=5**5;console.log(_b+_b);""",6250,Naming Obfuscation,TRUE,FALSE
"let name = ""Carlo""; console.log(name)",Carlo,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",Carlo,Naming Obfuscation,TRUE,TRUE
"const emoji = [""💣"",""😎"",""💨"",""👍"",""✊"",""🖖"",""🤘"",""👌"",""👏"",""😁""]
console.log(emoji)",Not a valid command.,"""const _0x3d0a=['💣','😎','💨','👍','✊','🖖','🤘','👌','👏','😁'];console.log(_0x3d0a);""
",Not a valid command.,Naming Obfuscation,TRUE,TRUE
"let i = - ~0 < 10 ? ""less"":""more""; console.log(i)",less,"""let _=-~0<10?\""less\"":\""more\"";console.log(_)""
","Error: Command '['node', '-e', 'let _=-~0<10?\\""less\\"":\\""more\\"";console.log(_)']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"""123#abc$456&xyz!789@""",,"""708#bca$234&zxy!951@""","Error: Command '['node', '-e', '708#bca$234&zxy!951@']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let num = 42;console.log(num);,42,"""let n=42;console.log(n);""
",42,Naming Obfuscation,TRUE,FALSE
"'(function(){return""Hello, world!""})()'",,"""(function a(){return""Hello, world!""})()""
",,Naming Obfuscation,FALSE,FALSE
console.log('Life is like a box of chocolates'),Life is like a box of chocolates,"""_1b4f""['log']('Life is like a box of chocolates'); 
","Error: Command '['node', '-e', '_1b4f""[\'log\'](\'Life is like a box of chocolates\');']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"const isRainy = true;
const isSunny = !isRainy;
console.log(isSunny);",FALSE,"""const _0x34ab81=true;const _0x41ac5a=!_0x34ab81;console.log(_0x41ac5a);""
",FALSE,Naming Obfuscation,TRUE,TRUE
let name = 'Carlo';console.log(name);console.log(name);console.log(name);console.log(name);console.log(name);,"Carlo
Carlo
Carlo
Carlo
Carlo","""let _0xabc123='Carlo';console.log(_0xabc123);console.log(_0xabc123);console.log(_0xabc123);console.log(_0xabc123);console.log(_0xabc123);""
","Carlo
Carlo
Carlo
Carlo
Carlo",Naming Obfuscation,TRUE,TRUE
const x = ((3+1)*5)*2+1;console.log(x);,41,"""const a=((3+1)*5)*2+1;console.log(a);""
",41,Naming Obfuscation,TRUE,FALSE
"`[1,2,3].map(x=>x*x). forEach(x=>console.log(x));`",,"""_[1,2,3].map(_0=>_0*_0).forEach(_1=>console.log(_1));""
","Error: Command '['node', '-e', '_[1,2,3].map(_0=>_0*_0).forEach(_1=>console.log(_1));']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"const evens = [2,4,6,8,10];
const result = evens.map(x=>x*x).map(x=>x/2);
console.log(result);","[ 2, 8, 18, 32, 50 ]","""const _0x4d37=['map','log'];const _0x35e7=[2,4,6,8,10];const _0x3251=_0x35e7[_0x4d37[0]](_0x1b5d=>_0x1b5d*_0x1b5d)[_0x4d37[0]](_0x430d=>_0x430d/2);console[_0x4d37[1]](_0x3251);""
","[ 2, 8, 18, 32, 50 ]",Naming Obfuscation,TRUE,TRUE
"console.log([[[2],[5]],[[8],[7]]][0][0]+[[[2],[5]],[[8],[7]]][1][0]);",28,"""console.log(s=[[2],[5]],e=[[8],[7]],s[0][0]+e[1][0]);""
","[ [ 2 ], [ 5 ] ] [ [ 8 ], [ 7 ] ] 9",Naming Obfuscation,FALSE,FALSE
console.log(typeof undefined===undefined);,FALSE,"""console.log(_0x1234==(typeof _0x1234))""
","Error: Command '['node', '-e', 'console.log(_0x1234==(typeof _0x1234))']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
'let a = Boolean(5); console.log( a);',,"""let _b_=Boolean(5);console.log(_b_);""
",TRUE,Naming Obfuscation,FALSE,TRUE
"console.log(Math.min(10,10,10,10,10,10,10,10,10,10))",10,"""a(a,a,a,a,a,a,a,a,a,a)"";
","Error: Command '['node', '-e', 'a(a,a,a,a,a,a,a,a,a,a)"";']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let sum = 2 + 2 + 2 + 2 + 2;console.log(sum);,10,"""let _0x1a43d1=2+2+2+2+2;console.log(_0x1a43d1);""
",10,Naming Obfuscation,TRUE,TRUE
"[1,2,3,4].map(i=>console.log(i))","1
2
3
4","""[1,2,3,4].map(a=>console.log(a))""
","1
2
3
4",Naming Obfuscation,TRUE,FALSE
let name = 'Carlo';console.log(name + ' ' + 'Rossi');,Carlo Rossi,"""let _0xabc123='Carlo';console.log(_0xabc123+' '+'Rossi');""
",Carlo Rossi,Naming Obfuscation,TRUE,TRUE
"let result = '1,2,3,4,5'; console.log(result);","1,2,3,4,5","""let a='1,2,3,4,5';console.log(a);""
","1,2,3,4,5",Naming Obfuscation,TRUE,FALSE
"let emoji = 'a&#x1f600;b&#x1f604;';console.log(emoji.replace(/[a-z]/g, ''));",&#1600;&#1604;,"""let _emoji='a&#x1f600;b&#x1f604;';console.log(_emoji.replace(/[a-z]/g,''))""
",&#1600;&#1604;,Naming Obfuscation,TRUE,FALSE
"console.log(!!{}.length?""truthy"":""falsy"")",falsy,"""console.log(_0xaaa7={}.length?_0xaaa8:_0xaaa9);var _0xaaa8='truthy',_0xaaa9='falsy'""
",undefined,Naming Obfuscation,FALSE,TRUE
console.log(1+4/2*5-10),1,"""console['log'](1+4/2*5-10);""",1,Naming Obfuscation,TRUE,TRUE
"let name = 'Cookie';console.log(""The dogs name is"", name);",The dogs name is Cookie,"""let e='Cookie';console.log('The dogs name is',e);""
",The dogs name is Cookie,Naming Obfuscation,TRUE,FALSE
"let array = [""example"", ""array"", ""list""];console.log(array[2]);",list,"""let a=['example','array','list'];console.log(a[2]);""
",list,Naming Obfuscation,TRUE,FALSE
let name = 'Jane';console.log('Her name is ' + name);,Her name is Jane,"""let _0x2122=['Jane'];console.log('Her name is '+_0x2122[0]);""
",Her name is Jane,Naming Obfuscation,TRUE,TRUE
let a = 1; let b = 2; let c = 3; console.log(a + b + c);,6,"""let _0xabc123=1;let _0xdef456=2;let _0xghi789=3;console.log(_0xabc123+_0xdef456+_0xghi789);""
",6,Naming Obfuscation,TRUE,TRUE
"""Hello World!""; console.log(""Hello World!"");",Hello World!,"""\""Hello World!\"";console.log(\""Hello World!\"");""","Error: Command '['node', '-e', '\\""Hello World!\\"";console.log(\\""Hello World!\\"");']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"let testArray = ['a', 'b', 'c']; console.log(testArray[1]); console.log(testArray[0]);","b
a","""let _A2B=['a','b','c'];console.log(_A2B[1]);console.log(_A2B[0]);""
","b
a",Naming Obfuscation,TRUE,TRUE
let sum = 3+5;console.log(sum);,8,"""let _a=3+5;console.log(_a);""
",8,Naming Obfuscation,TRUE,TRUE
let num = 3;let total = 0;for (let i = 0; i < num; i++) { total += i + 1; };console.log(total);,6,"""let _a=3;let _b=0;for(let _c=0;_c<_a;_c++){_b+=_c+1};console.log(_b);""
",6,Naming Obfuscation,TRUE,TRUE
"let name = ""Adam"";console.log(name + "" West"");",Adam West,"""let _0xabc123='Adam';console.log(_0xabc123+' West');""",Adam West,Naming Obfuscation,TRUE,TRUE
"let array = [1, 5, 2];console.log(array[2]);",2,"""let _0x423a=['_0x32ea',2];console['log'](_0x423a[_0x423a[1]]);""
",undefined,Naming Obfuscation,FALSE,TRUE
"""use strict"";console.log((4+4)*3-4);",20,"""use strict"";console.log((_0xAB12+_0xAB12)*_0x3-_0x4);
","Error: Command '['node', '-e', 'use strict"";console.log((_0xAB12+_0xAB12)*_0x3-_0x4);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let answer = 2 + 2;console.log(answer);,4,"""let a=2+2;console.log(a);""
",4,Naming Obfuscation,TRUE,FALSE
let x = Math.sin(0);console.log(x);,0,"""let _0xabc123=Math['sin'](0);console['log'](_0xabc123);""",0,Naming Obfuscation,TRUE,TRUE
"let word = ""hello""; console.log(word);",hello,"""let a='hello';console.log(a);""
",hello,Naming Obfuscation,TRUE,FALSE
'Test: Good';console.log('Test: Good');,Test: Good,"""'7869231':\x20'Good\x20Test';console['\x6cog']('7869231:\x20Good');""","Error: Command '['node', '-e', ""'7869231':\\x20'Good\\x20Test';console['\\x6cog']('7869231:\\x20Good');""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let str1 = 'Hello';let str2 = 'World';console.log(str1 + ' ' + str2);,Hello World,"""letaI9='Hello';letstr22='World';console.log(letaI9+' '+str22);""
","Error: Command '['node', '-e', ""letaI9='Hello';letstr22='World';console.log(letaI9+' '+str22);""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let course = 'javascript';console.log(course),javascript,"""let _0xabc123='javascript';console.log(_0xabc123);""
",javascript,Naming Obfuscation,TRUE,TRUE
let favoriteFood = 'Pizza';  console.log(favoriteFood);,Pizza,"""let f='Pizza';console.log(f);""
",Pizza,Naming Obfuscation,TRUE,FALSE
let x = 1; let y = 2; let z = x + y;console.log(z);,3,"""let a=1;let b=2;let c=a+b;console.log(c);""
",3,Naming Obfuscation,TRUE,FALSE
console.log(1 + 2 + 3 - 4 * 5 + 6 / 3);,-12,"""console['log'](1 + 2 + 3 - 4 * 5 + 6 / 3);""
",-12,Naming Obfuscation,TRUE,FALSE
let a = 5; let b = 7; console.log(a * b);,35,"""let _a=5;let _b=7;console.log(_a*_b);""
",35,Naming Obfuscation,TRUE,TRUE
let firstName = 'Jet';let lastName = 'Set';console.log(firstName + ' ' + lastName);,Jet Set,"""let _0x4150=[' ','+'];let _0x37c8=_0x4150[1];let _0x5013='Jet';let _0x1a25='Set';console['log'](_0x5013+_0x4150[0]+_0x1a25);""
",Jet Set,Naming Obfuscation,TRUE,TRUE
console.log('apple' + 'banana' + 'cherry');,applebananacherry,"""let a='apple',b='banana',c='cherry';console.log(a+b+c);""",applebananacherry,Naming Obfuscation,TRUE,FALSE
"console.log(1 === 2,2 === 2,3 === 2);",false true false,"""x9z2g7w(437598===535231,2===2,3===2);""","Error: Command '['node', '-e', 'x9z2g7w(437598===535231,2===2,3===2);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
function ping() { return 'pong'; } ;console.log(ping());,pong,"""function a(){return'pong';};console.log(a());""
",pong,Naming Obfuscation,TRUE,FALSE
"let greeting = ""Hello, world!""; console.log(greeting);","Hello, world!","""let _0xabc123='Hello, world!';console.log(_0xabc123);""
","Hello, world!",Naming Obfuscation,TRUE,TRUE
"let name = ""Gary"";
let city = ""NYC"";
let age = 25;
let country = ""USA"";
console.log(`My name is ${name}, age is ${age}, and I live in ${city}, and from country ${country}.`);","My name is Gary, age is 25, and I live in NYC, and from country USA.","""let _0x3d5f=['Gary','NYC',25,'USA'];let _0x4b33=_0x3d5f[0];let _0x2cf5=_0x3d5f[1];let _0x5998=_0x3d5f[2];let _0x4970=_0x3d5f[3];console.log(`My name is ${_0x4b33}, age is ${_0x5998}, and I live in ${_0x2cf5}, and from country ${_0x4970}.`);""","My name is Gary, age is 25, and I live in NYC, and from country USA.",Naming Obfuscation,TRUE,TRUE
let name = 'John';console.log(name);,John,"""let _0xabc123='John';console.log(_0xabc123);""
",John,Naming Obfuscation,TRUE,TRUE
'let _2 = 3 + 4;let _3 = 6 * 7;console.log(_2);console.log(_3);',,"""let _0xabc123=_0x123456+_0x234567;let _0x987654=_0x345678*_0x456789;console['log'](_0xabc123);console['log'](_0x987654);""
","Error: Command '['node', '-e', ""let _0xabc123=_0x123456+_0x234567;let _0x987654=_0x345678*_0x456789;console['log'](_0xabc123);console['log'](_0x987654);""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let name = 'Carlo'; console.log(name);,Carlo,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",Carlo,Naming Obfuscation,TRUE,TRUE
let v = '!';console.log(v.repeat(12));,!!!!!!!!!!!!,"""let a='!';console.log(a.repeat(12));""
",!!!!!!!!!!!!,Naming Obfuscation,TRUE,FALSE
let result = (10 * 5) + 10;console.log(result);,60,"""let _b=(10*5)+10;console.log(_b);""
",60,Naming Obfuscation,TRUE,TRUE
let eight = 8;console.log(eight);,8,"""leteight=8;console.log(leteight);""",8,Naming Obfuscation,TRUE,FALSE
"let one = 1;
let two = 2;
let three = one + two;
console.log(one);
console.log(two);
console.log(three);","1
2
3","""let _0x1a4f=['log'];let _0x40ee=1;let _0x4658=2;let _0x16d2=_0x40ee+_0x4658;console[_0x1a4f[0]](_0x40ee);console[_0x1a4f[0]](_0x4658);console[_0x1a4f[0]](_0x16d2);""
","1
2
3",Naming Obfuscation,TRUE,TRUE
"let name = ""Carlo""; console.log(name + "" is a great example."");",Carlo is a great example.,"""let _0xabc123='Carlo';console.log(_0xabc123+' is a great example.');""",Carlo is a great example.,Naming Obfuscation,TRUE,TRUE
"let string = ""JavaScript"";console.log(string);
",JavaScript,"""let _0xabc123='JavaScript';console['log'](_0xabc123);""
",JavaScript,Naming Obfuscation,TRUE,TRUE
"let sentence = ""This is a simple javascript statement.""; console.log(sentence);",This is a simple javascript statement.,"""let a='This is a simple javascript statement.';console.log(a);""
",This is a simple javascript statement.,Naming Obfuscation,TRUE,FALSE
"'console.log(1 + 2 + ""45"" + 6 + 7);';",,"""let a=1+2+'45'+6+7;console.log(a);"";","Error: Command '['node', '-e', 'let a=1+2+\'45\'+6+7;console.log(a);"";']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"let greetings = 'Hello, World!';console.log(greetings);","Hello, World!","""let _0x39a8=['Hello, World!';'log'];(function(_0x4398,_0x239a){let _0x426b=_0x4398[_0x239a];console[_0x426b](_0x39a8[0x0]);}({},{'log':_0x39a8[0x1]}));""","Error: Command '['node', '-e', ""let _0x39a8=['Hello, World!';'log'];(function(_0x4398,_0x239a){let _0x426b=_0x4398[_0x239a];console[_0x426b](_0x39a8[0x0]);}({},{'log':_0x39a8[0x1]}));""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let number = 9; console.log(number + number);,18,"""let a=9;console.log(a+a);""
",18,Naming Obfuscation,TRUE,FALSE
const name = 'Carlo'; console.log(name);,Carlo,"""const _0xabc123='Carlo';console.log(_0xabc123);""
",Carlo,Naming Obfuscation,TRUE,TRUE
let x = 1; let y = 2; console.log(x + y);,3,"""leta=1;letb=2;console.log(a+b);""
","Error: Command '['node', '-e', 'leta=1;letb=2;console.log(a+b);']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
let sum = 5+5;console.log(sum);,10,"""let _a=5+5;console.log(_a);""",10,Naming Obfuscation,TRUE,TRUE
"let name = 'Carlo';console.log(name);console.log('Hello', name + '!');","Carlo
Hello Carlo!","""let _0xabc123='Carlo';console.log(_0xabc123);console.log('Hello',_0xabc123+'!');""
","Carlo
Hello Carlo!",Naming Obfuscation,TRUE,TRUE
'let num1 = 1;let num2 = 2;console.log(num1 + num2);',,"""let _0xabc123=1;let _0xdef456=2;console.log(_0xabc123+_0xdef456);""
",3,Naming Obfuscation,FALSE,TRUE
let name = 'Ada';console.log(name);,Ada,"""let _0xabc123='Ada';console.log(_0xabc123);""
",Ada,Naming Obfuscation,TRUE,TRUE
"let greeting = ""Hello World!"";console.log(greeting);",Hello World!,"""let a='Hello World!';console.log(a);""
",Hello World!,Naming Obfuscation,TRUE,FALSE
"let x = 5;
let y = 10;
console.log(x+y);",15,"""let _0x1234=(5);let _0x5678=(10);console.log(_0x1234+_0x5678);""
",15,Naming Obfuscation,TRUE,TRUE
"let name = ""Carlo"";console.log(name);",Carlo,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",Carlo,Naming Obfuscation,TRUE,TRUE
"let name = ""William Afton""; console.log(name + "" is a fictional character."");",William Afton is a fictional character.,"""let _0x4522eb=['3310YTrhzn','1106425QEpFJB','780695bQOwSM',' fictional character.','1094242jWtWmK','533117eKmHzK','1346813eFpbQZ','log','1295590jNmPDn','4048904YdvwUy','William Afton'];let _0x2df160=function(_0x5a4939,_0x10b399){_0x5a4939=_0x5a4939-0x199;let _0x4522eb=_0x4522eb[_0x5a4939];return _0x4522eb;};let _0x543001=_0x2df160;(_function(_0x521b7b,_0x15d714){let _0x47a7ee=_0x2df160,_0x11a375=_0x521b7b();while(!![]){try{let _0x4a7348=-parseInt(_0x47a7ee(0x1a1))/0x1*(-parseInt(_0x47a7ee(0x19e))/0x2)+-parseInt(_0x47a7ee(0x19f))/0x3+parseInt(_0x47a7ee(0x1a3))/0x4*(-parseInt(_0x47a7ee(0x19d))/0x5)+parseInt(_0x47a7ee(0x1a0))/0x6+parseInt(_0x47a7ee(0x1a6))/0x7*(-parseInt(_0x47a7ee(0x1a4))/0x8)+-parseInt(_0x47a7ee(0x1a2))/0x9+parseInt(_0x47a7ee(0x19c))/0xa;if(_0x4a7348===_0x15d714)break;else _0x11a375['push'](_0x11a375['shift']());}catch(_0x25543b){_0x11a375['push'](_0x11a375['shift']());}}}(_0x4522eb,0x9962e));let _0x1a4581=_0x543001(0x1a5),_0x54639b=_0x543001(0x199);console[_0x543001(0x1a7)](_0x1a4581+_0x54639b);","Error: Command '['node', '-e', ""let _0x4522eb=['3310YTrhzn','1106425QEpFJB','780695bQOwSM',' fictional character.','1094242jWtWmK','533117eKmHzK','1346813eFpbQZ','log','1295590jNmPDn','4048904YdvwUy','William Afton'];let _0x2df160=function(_0x5a4939,_0x10b399){_0x5a4939=_0x5a4939-0x199;let _0x4522eb=_0x4522eb[_0x5a4939];return _0x4522eb;};let _0x543001=_0x2df160;(_function(_0x521b7b,_0x15d714){let _0x47a7ee=_0x2df160,_0x11a375=_0x521b7b();while(!![]){try{let _0x4a7348=-parseInt(_0x47a7ee(0x1a1))/0x1*(-parseInt(_0x47a7ee(0x19e))/0x2)+-parseInt(_0x47a7ee(0x19f))/0x3+parseInt(_0x47a7ee(0x1a3))/0x4*(-parseInt(_0x47a7ee(0x19d))/0x5)+parseInt(_0x47a7ee(0x1a0))/0x6+parseInt(_0x47a7ee(0x1a6))/0x7*(-parseInt(_0x47a7ee(0x1a4))/0x8)+-parseInt(_0x47a7ee(0x1a2))/0x9+parseInt(_0x47a7ee(0x19c))/0xa;if(_0x4a7348===_0x15d714)break;else _0x11a375['push'](_0x11a375['shift']());}catch(_0x25543b){_0x11a375['push'](_0x11a375['shift']());}}}(_0x4522eb,0x9962e));let _0x1a4581=_0x543001(0x1a5),_0x54639b=_0x543001(0x199);console[_0x543001(0x1a7)](_0x1a4581+_0x54639b);""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
let name = 'Carlo';console.log(name);console.log('Carlo');console.log(`Carlo`),"Carlo
Carlo
Carlo","""let _0x5080c3='Carlo';console['log'](_0x5080c3);console['log']('Carlo');console['log'](`Carlo`);""","Carlo
Carlo
Carlo",Naming Obfuscation,TRUE,TRUE
let age = 18;console.log(age >= 18 ? 'adult' : 'child');,adult,"""leta=18;console.log(a>=18?'adult':'child');""
","Error: Command '['node', '-e', ""leta=18;console.log(a>=18?'adult':'child');""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
'console.log(5 * (1 + 2));',,"""console['log'](5*(1+2));""",15,Naming Obfuscation,FALSE,FALSE
"console.log(""This is a string literal;"")",This is a string literal;,"""c=['log'];window['console'][c[0]]('This is a string literal;')""
","Error: Command '['node', '-e', ""c=['log'];window['console'][c[0]]('This is a string literal;')""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,FALSE
"console.log('This','is','a','simple','javascript','program');",This is a simple javascript program,"""eOn897('Th234','i21s','234a','sim23ple','ja23vasc2ript','pr2ogram');""
","Error: Command '['node', '-e', ""eOn897('Th234','i21s','234a','sim23ple','ja23vasc2ript','pr2ogram');""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
console.log('Hello Coders!');,Hello Coders!,"""c_o_n_s_o_l_e['l\x6fg']('\x48ell\x6f C\x6fders!');""
","Error: Command '['node', '-e', ""c_o_n_s_o_l_e['l\\x6fg']('\\x48ell\\x6f C\\x6fders!');""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"let name = 'Carlo'; console.log(name + ', ' + 'Marlo');","Carlo, Marlo","""let _0xabc123='Carlo';console.log(_0xabc123+', '+'Marlo');""
","Carlo, Marlo",Naming Obfuscation,TRUE,TRUE
"function greet(name) {console.log(""Hello,""+name+""!"");}greet(""John"")","Hello,John!","""function _0xabc123(_0x123abc){console.log(\""Hello,\""+_0x123abc+\""!\"");}_0xabc123(\""John\"")""
","Error: Command '['node', '-e', 'function _0xabc123(_0x123abc){console.log(\\""Hello,\\""+_0x123abc+\\""!\\"");}_0xabc123(\\""John\\"")']' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"let name = 'Carlo';console.log(name);let age = 25;console.log(age);let hobby = 'programming';console.log(hobby);let quote = '""Live and learn""';console.log(quote);let fact = 1 + 1 == 2;console.log(fact);","Carlo
25
programming
""Live and learn""
true","""let _0x56452a='Carlo';console['log'](_0x56452a);let _0x1012c6=25;console['log'](_0x1012c6);let _0x3d94ea='programming';console['log'](_0x3d94ea);let _0x411195='\""Live and learn\""';console['log'](_0x411195);let _0x5a716e=1+1==2;console['log'](_0x5a716e);""
","Carlo
25
programming
""Live and learn""
true",Naming Obfuscation,TRUE,TRUE
"let name = ""Carlo"";console.log(name);",Carlo,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",Carlo,Naming Obfuscation,TRUE,TRUE
let wow = 'HOLA';console.log(wow);,HOLA,"""let _a='HOLA';console.log(_a);""
",HOLA,Naming Obfuscation,TRUE,TRUE
"let x = 10, y = 5, sum = x + y; console.log(sum);",15,"""let _0x342b=['\\x6c\\x6f\\x67'];(function(_0x512543,_0x39514b){let _0x1d15bc=function(_0x1c9893){while(--_0x1c9893){_0x512543['push'](_0x512543['shift']());}};_0x1d15bc(++_0x39514b);}(_0x342b,0x168));let _0x4609=function(_0x443482,_0x400de1){_0x443482=_0x443482-0x0;let _0x4c693b=_0x342b[_0x443482];return _0x4c693b;};let _0x331a3c=0xa,_0x464889=0x5,_0x31204d=_0x331a3c+_0x464889;console[_0x4609('0x0')](_0x31204d);""
","Error: Command '['node', '-e', ""let _0x342b=['\\\\x6c\\\\x6f\\\\x67'];(function(_0x512543,_0x39514b){let _0x1d15bc=function(_0x1c9893){while(--_0x1c9893){_0x512543['push'](_0x512543['shift']());}};_0x1d15bc(++_0x39514b);}(_0x342b,0x168));let _0x4609=function(_0x443482,_0x400de1){_0x443482=_0x443482-0x0;let _0x4c693b=_0x342b[_0x443482];return _0x4c693b;};let _0x331a3c=0xa,_0x464889=0x5,_0x31204d=_0x331a3c+_0x464889;console[_0x4609('0x0')](_0x31204d);""]' returned non-zero exit status 1.",Naming Obfuscation,FALSE,TRUE
"let x = -2, y = 0, z = 2; console.log(x+y+z);",0,"""let _a=-2,_b=0,_c=2;console.log(_a+_b+_c);""
",0,Naming Obfuscation,TRUE,TRUE
let number = 16; console.log(number + 9);,25,"""let a=16;console.log(a+9);""
",25,Naming Obfuscation,TRUE,FALSE
"let name = ""Carlo""; console.log(name);",Carlo,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",Carlo,Naming Obfuscation,TRUE,TRUE
let name = 'Carlo'; console.log(name);,Carlo,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",Carlo,Naming Obfuscation,TRUE,TRUE
let a = 10; b = 20; console.log(a * b - 1),199,"""let _a=10;_b=20;console.log(_a*_b-1);""
",199,Naming Obfuscation,TRUE,TRUE
'let value = (3 + 7) * 2;console.log(value);',,"""let a=(3+7)*2;console.log(a);""
",20,Naming Obfuscation,FALSE,FALSE
const num1 = 1; const num2 = 2; console.log(num1 + num2);,3,"""const a=1;const b=2;console.log(a+b);""
",3,Naming Obfuscation,TRUE,FALSE
"""let pi = 3.14159;"";
""console.log(pi);"";",,"""let _0xabc123=3.14159;console.log(_0xabc123);""
",3.14159,Naming Obfuscation,FALSE,TRUE
"let msg = ""Hello""; console. log(msg + "" World!"");",Hello World!,"""let _0xabc123='Hello';console.log(_0xabc123+' World!');""
",Hello World!,Naming Obfuscation,TRUE,TRUE
"let name = ""John Doe""; console.log(`Name: ${name}`);",Name: John Doe,"""let _0xabc123='John Doe';console.log(`Name: ${_0xabc123}`);""
",Name: John Doe,Naming Obfuscation,TRUE,TRUE
"let a = new Array(1,2,3);a.push(4);a.push(5);a.pop();console.log(a);","[ 1, 2, 3, 4 ]","""let b=new Array(1,2,3);b.push(4);b.push(5);b.pop();console.log(b);""
","[ 1, 2, 3, 4 ]",Naming Obfuscation,TRUE,FALSE
"let name = ""Carlo""; console.log(name);",Carlo,"""let _0xabc123='Carlo';console.log(_0xabc123);""
",Carlo,Naming Obfuscation,TRUE,TRUE
"let name = ""Carlo"";console.log(name);",Carlo,"""let _0x1a2b='Carlo';console.log(_0x1a2b);""
",Carlo,Naming Obfuscation,TRUE,TRUE
